route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),2024-07-18 23:00:00,07h 00m,2024-07-19 06:00:00,3.3,450.0,28
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),2024-07-18 22:20:00,06h 40m,2024-07-19 05:00:00,3.6,500.0,21
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,AVR Travels,A/C Seater / Sleeper (2+1),2024-07-18 22:00:00,07h 15m,2024-07-19 05:15:00,3.2,1049.0,26
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),2024-07-18 23:00:00,06h 30m,2024-07-19 05:30:00,3.0,550.0,43
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),2024-07-18 22:30:00,06h 30m,2024-07-19 05:00:00,3.8,400.0,30
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),2024-07-18 23:00:00,06h 45m,2024-07-19 05:45:00,2.7,700.0,31
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),2024-07-18 23:15:00,05h 40m,2024-07-19 04:55:00,2.9,890.0,31
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),2024-07-18 23:10:00,05h 50m,2024-07-19 05:00:00,2.5,399.0,28
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SRI MARUTHI TRAVELS,A/C Sleeper (2+1),2024-07-18 23:10:00,05h 50m,2024-07-19 05:00:00,3.1,599.0,28
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),2024-07-18 22:15:00,07h 15m,2024-07-19 05:30:00,2.7,3000.0,40
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),2024-07-18 21:25:00,09h 25m,2024-07-19 06:50:00,2.3,690.0,28
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Moonlight Travels,A/C Sleeper (2+1),2024-07-18 22:00:00,08h 00m,2024-07-19 06:00:00,2.1,750.0,24
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Mozo travels,A/C Sleeper (2+1),2024-07-18 23:15:00,06h 15m,2024-07-19 05:30:00,4.0,999.0,30
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Sravani Travels,A/C Seater / Sleeper (2+1),2024-07-18 23:00:00,07h 20m,2024-07-19 06:20:00,4.0,4000.0,17
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),2024-07-18 23:30:00,05h 35m,2024-07-19 05:05:00,2.6,690.0,28
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Morning Star Travels,NON A/C Sleeper (2+1),2024-07-18 22:15:00,06h 35m,2024-07-19 04:50:00,2.4,690.0,19
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),2024-07-18 22:16:00,07h 52m,2024-07-19 06:08:00,2.9,1760.0,40
Guntur (Andhra Pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,SRI MARUTHI TRAVELS,A/C Seater Push Back (2+2),2024-07-18 23:10:00,05h 50m,2024-07-19 05:00:00,2.6,2499.0,40
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7194,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 00:05:00,05h 15m,2024-07-18 05:20:00,3.9,392.0,9
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7186,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 05:00:00,04h 30m,2024-07-18 09:30:00,4.5,392.0,18
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7200,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 05:45:00,04h 50m,2024-07-18 10:35:00,5.0,392.0,29
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9502,RAJDHANI (A.C. Semi Sleeper),2024-07-18 06:30:00,04h 45m,2024-07-18 11:15:00,3.0,476.0,20
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 07:00:00,05h 00m,2024-07-18 12:00:00,4.5,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9500,RAJDHANI (A.C. Semi Sleeper),2024-07-18 07:30:00,04h 55m,2024-07-18 12:25:00,2.0,476.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7268,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 08:00:00,04h 50m,2024-07-18 12:50:00,4.8,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 8193,Lahari A/C sleeper,2024-07-18 08:30:00,04h 30m,2024-07-18 13:00:00,3.3,476.0,42
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7270,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 09:30:00,04h 50m,2024-07-18 14:20:00,4.0,392.0,30
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 10:30:00,04h 45m,2024-07-18 15:15:00,1.3,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 8134,Lahari A/C sleeper,2024-07-18 10:45:00,05h 00m,2024-07-18 15:45:00,3.9,476.0,43
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 8010,RAJDHANI (A.C. Semi Sleeper),2024-07-18 12:00:00,04h 25m,2024-07-18 16:25:00,3.8,476.0,35
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 12:30:00,04h 45m,2024-07-18 17:15:00,3.9,392.0,29
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 8157,Lahari Non A/C Sleeper Cum Seater,2024-07-18 12:40:00,04h 30m,2024-07-18 17:10:00,3.8,392.0,43
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 13:30:00,04h 50m,2024-07-18 18:20:00,2.8,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 14:00:00,04h 45m,2024-07-18 18:45:00,2.7,392.0,28
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),2024-07-18 14:30:00,04h 45m,2024-07-18 19:15:00,3.7,476.0,33
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 8012,RAJDHANI (A.C. Semi Sleeper),2024-07-18 14:55:00,04h 30m,2024-07-18 19:25:00,3.8,476.0,35
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 15:00:00,04h 50m,2024-07-18 19:50:00,4.3,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9510,RAJDHANI (A.C. Semi Sleeper),2024-07-18 15:30:00,04h 45m,2024-07-18 20:15:00,1.7,476.0,35
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 16:00:00,04h 50m,2024-07-18 20:50:00,3.6,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7248,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 16:30:00,04h 45m,2024-07-18 21:15:00,2.2,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7290,RAJDHANI (A.C. Semi Sleeper),2024-07-18 17:30:00,04h 10m,2024-07-18 21:40:00,4.3,476.0,33
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7100,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 21:00:00,05h 00m,2024-07-19 02:00:00,4.0,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 22:30:00,04h 50m,2024-07-19 03:20:00,4.1,392.0,27
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7190,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 22:50:00,04h 45m,2024-07-19 03:35:00,3.8,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7285,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 23:10:00,04h 45m,2024-07-19 03:55:00,4.1,392.0,30
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),2024-07-18 23:15:00,05h 00m,2024-07-19 04:15:00,4.3,502.0,34
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 7192,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 23:30:00,04h 50m,2024-07-19 04:20:00,3.2,392.0,31
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,TSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),2024-07-18 23:45:00,04h 50m,2024-07-19 04:35:00,4.4,476.0,35
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),2024-07-18 17:00:00,04h 40m,2024-07-18 21:40:00,2.9,567.0,15
Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,IPS Bus Service,NON A/C Seater / Sleeper (2+2),2024-07-18 03:40:00,04h 20m,2024-07-18 08:00:00,1.7,1000.0,41
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 01:50:00,03h 00m,2024-07-18 04:50:00,4.5,261.0,28
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 9887,RAJDHANI (A.C. Semi Sleeper),2024-07-18 01:55:00,03h 15m,2024-07-18 05:10:00,2.8,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 31362,RAJDHANI (A.C. Semi Sleeper),2024-07-18 02:05:00,02h 45m,2024-07-18 04:50:00,3.2,351.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 30710,RAJDHANI (A.C. Semi Sleeper),2024-07-18 03:00:00,02h 40m,2024-07-18 05:40:00,3.8,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 42362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 03:40:00,03h 15m,2024-07-18 06:55:00,4.3,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1590,RAJDHANI (A.C. Semi Sleeper),2024-07-18 03:50:00,02h 35m,2024-07-18 06:25:00,3.2,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 42562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 04:40:00,03h 15m,2024-07-18 07:55:00,2.7,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 42762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 05:20:00,03h 15m,2024-07-18 08:35:00,2.8,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 4074,RAJDHANI (A.C. Semi Sleeper),2024-07-18 06:05:00,02h 45m,2024-07-18 08:50:00,3.0,316.0,31
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 7621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 06:05:00,03h 55m,2024-07-18 10:00:00,2.5,261.0,31
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1887,RAJDHANI (A.C. Semi Sleeper),2024-07-18 06:45:00,02h 45m,2024-07-18 09:30:00,3.3,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 43162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 07:00:00,02h 55m,2024-07-18 09:55:00,3.2,257.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 43362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 07:50:00,02h 50m,2024-07-18 10:40:00,2.0,261.0,32
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1549,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 07:50:00,02h 40m,2024-07-18 10:30:00,3.7,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 08:30:00,02h 50m,2024-07-18 11:20:00,3.2,261.0,29
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 42131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 09:00:00,03h 10m,2024-07-18 12:10:00,3.2,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 2981,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 09:10:00,02h 30m,2024-07-18 11:40:00,4.2,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1596,RAJDHANI (A.C. Semi Sleeper),2024-07-18 09:30:00,02h 45m,2024-07-18 12:15:00,1.4,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 7693,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 10:00:00,03h 20m,2024-07-18 13:20:00,3.2,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1650,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 10:10:00,02h 30m,2024-07-18 12:40:00,2.2,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 31110,RAJDHANI (A.C. Semi Sleeper),2024-07-18 10:20:00,02h 40m,2024-07-18 13:00:00,2.2,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 4076,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 10:50:00,02h 40m,2024-07-18 13:30:00,3.8,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 11:35:00,03h 15m,2024-07-18 14:50:00,3.3,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 11:55:00,04h 15m,2024-07-18 16:10:00,3.2,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),2024-07-18 12:05:00,02h 50m,2024-07-18 14:55:00,3.2,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),2024-07-18 12:25:00,03h 15m,2024-07-18 15:40:00,2.8,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 12:50:00,03h 10m,2024-07-18 16:00:00,2.2,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),2024-07-18 13:05:00,02h 45m,2024-07-18 15:50:00,2.1,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 13:30:00,03h 00m,2024-07-18 16:30:00,3.3,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 14:20:00,02h 50m,2024-07-18 17:10:00,2.8,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),2024-07-18 14:25:00,02h 45m,2024-07-18 17:10:00,2.3,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 14:45:00,03h 15m,2024-07-18 18:00:00,1.9,253.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),2024-07-18 15:05:00,02h 45m,2024-07-18 17:50:00,2.8,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 15:30:00,03h 00m,2024-07-18 18:30:00,4.4,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),2024-07-18 15:45:00,02h 45m,2024-07-18 18:30:00,3.3,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 16:10:00,02h 50m,2024-07-18 19:00:00,3.9,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),2024-07-18 16:30:00,02h 45m,2024-07-18 19:15:00,2.4,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 16:40:00,02h 50m,2024-07-18 19:30:00,5.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1402,Rajdhani (AC Semi Sleeper 2+2),2024-07-18 16:45:00,02h 45m,2024-07-18 19:30:00,3.2,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 17:00:00,03h 00m,2024-07-18 20:00:00,2.4,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 17:20:00,03h 00m,2024-07-18 20:20:00,4.4,261.0,31
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),2024-07-18 17:25:00,02h 45m,2024-07-18 20:10:00,2.8,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 17:40:00,03h 10m,2024-07-18 20:50:00,2.6,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),2024-07-18 17:45:00,02h 45m,2024-07-18 20:30:00,4.2,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),2024-07-18 18:05:00,02h 45m,2024-07-18 20:50:00,3.5,316.0,35
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 18:30:00,02h 50m,2024-07-18 21:20:00,2.5,257.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 19:00:00,02h 50m,2024-07-18 21:50:00,4.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 19:30:00,02h 50m,2024-07-18 22:20:00,4.1,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),2024-07-18 19:45:00,02h 45m,2024-07-18 22:30:00,3.2,316.0,37
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 19:50:00,02h 50m,2024-07-18 22:40:00,3.5,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 20:00:00,03h 00m,2024-07-18 23:00:00,2.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 20:30:00,02h 50m,2024-07-18 23:20:00,3.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 20:35:00,03h 00m,2024-07-18 23:35:00,3.2,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 20:40:00,03h 15m,2024-07-18 23:55:00,2.5,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 21:00:00,03h 40m,2024-07-19 00:40:00,2.9,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),2024-07-18 21:05:00,04h 35m,2024-07-19 01:40:00,3.2,351.0,40
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 21:40:00,03h 15m,2024-07-19 00:55:00,2.9,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 22:00:00,02h 55m,2024-07-19 00:55:00,5.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 22:20:00,03h 00m,2024-07-19 01:20:00,3.6,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 22:40:00,03h 15m,2024-07-19 01:55:00,4.0,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 23:00:00,02h 45m,2024-07-19 01:45:00,4.6,261.0,33
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),2024-07-18 23:05:00,02h 50m,2024-07-19 01:55:00,4.0,316.0,36
Kodad to Hyderabad,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-18 23:20:00,03h 15m,2024-07-19 02:35:00,3.6,261.0,33
